,text,label
5067,"Do you have a way to support the claim made in another thread that Native Americans were not the first human inhabitants of the Americas , since you can no longer defend your claims in this thread ?",noHate
5068,Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,hate
5069,The negro would n't have big buffed muscle body if it was n't for white man 's technology .,noHate
5070,"Africans are tall , thin and lanky and pretty ugly beasts . ... and I 'm just being kind .",hate
5071,The email to that account does n't even exist anymore .,noHate
5072,"I 've seen several banned people get a new account and nothing bad came out of it , plus it 's not like the last account is active anymore .",noHate
5073,But we 'll see .,noHate
5074,Actually there is no way you can go back up the rabbit hole after you have gone down it .,noHate
5075,Unless you have no conscience .,noHate
5076,I think it 's because whites see Asians to be most like us of any other race .,noHate
5077,Not to mention the sick Asian perversion many white men have .,noHate
5078,Nonwhite immigration regardless of if it 's legal or not still results in the destruction of white countries and communities .,noHate
5079,"The white population must have a place it calls its own , segregated .",hate
5080,YouTube - SAS Survival Secrets Ep1 Pt 1/6 YouTube - SAS Survival Secrets Ep1 Pt 2/6 YouTube - SAS Survival Secrets Ep1 Pt 3/6 YouTube - SAS Survival Secrets Ep1 Pt 4/6 YouTube - SAS Survival Secrets Ep1 Pt 5/6 YouTube - SAS Survival Secrets Ep1 Pt 6/6,noHate
5081,"You know the more they talk gun control , the more people go buy .",noHate
5082,I wonder if she has stock in any of the popular manufacturers .,noHate
5083,Greetings all .,noHate
5084,First post on Stormfront .,noHate
5085,Hope it 's not a re-post in any way shape or form .,noHate
5086,'According to okayafrica.com ' : ' A violent scene unfolded Monday at the University of the Free State in South Africa when black students and workers disrupting a rugby match were attacked by white students .,noHate
5087,Workers have been protesting to end outsourcing at the Bloemfontein university since last Thursday .,noHate
5088,Monday afternoon a group of protesters took to the field during the 17th minute of an on-campus rugby match .,noHate
5089,Spectators ran onto the field and began beating the protesters . ',noHate
5090,Black Student Protesters Beaten By White Students At South African University Rugby Match Okayafrica .,noHate
5091,Bit of a different perspective : What was really going on when violence broke out at the varsity rugby match ? [ video ] | The South African,noHate
5092,Aryan Legacy Feel free to use our site for your project .,noHate
5093,"We have plenty of articles , photos , music & we 're going to start uploading videos soon .",noHate
5094,17 days since Halloween .,noHate
5095,Over half a month .,noHate
5096,Next week is Thanksgiving .,noHate
5097,Still seeing remnants of Halloween in AFFLUENT neighborhoods .,noHate
5098,Christmas decorations are starting to appear .,noHate
5099,But still seeing them pumpkins .,noHate
5100,The only way you be able to do a photo like that today is to hire actors .,noHate
5101,A Black Father taking care of his kids ?,relation
5102,That 's unheard of today !,relation
5103,Nearly everything if not all acts that the liberals carry out damage this nation and our people .,hate
5104,"They are scum , they are traitors .",hate
5105,I'm surprised the Montreal flag gives pride of place to the English St Geroge 's cross .,noHate
5106,"Having said that , i like it .",noHate
5107,I would like to say that I really had a great time last night and that I felt it was a very well organized night with a great message .,noHate
5108,I was also surprised how many people were able to fit inside your clubhouse but was very happy to see so many people .,noHate
5109,Great job guys .,noHate
5110,"It has been claimed that the black African invented the stick , but that is a lie .",noHate
5111,"A primate was the fist to invent a stick in Africa , a black just stole it from him .",hate
5112,You can also try this Online Education Directory To find out a good rated online school .,noHate
5113,Hope it will help you .,noHate
5114,You are exactly right .,noHate
5115,"White women are okay to promote , but males are still carrying the sins of their Grandfathers ^ 3 .",noHate
5116,"Strange how the Swedes were once the most peaceful people in the world , then the Jews make them into liberals who wanted to genocide them selves .",hate
5117,"Yep, all junk .",noHate
5118,If I was back home the only reason I would go was to meet up with some of you guys for lunch or something .,noHate
5119,Definitely would n't go to try to buy some of those useless weapons .,noHate
5120,I was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,hate
5121,"The Israelis knocked down 150 sites hosted by 1st Amendment , 75 of which were pro-white , including mine .",noHate
5122,"It should be back up any day , and the link to the store is actually www.14store.com/shop which you can look at but not yet buy at , once it 's back up .",noHate
5123,"Here are the CDs I want to sell : Beethoven : Symphonies Nos. 5 & 7 - Kleiber Beethoven : Symphony No. 9 - Furtwangler Bruckner : Symphony No. 9 - Furtwangler Handel : Music for the Royal Fireworks ; Water Music - Marriner Howard Hanson : Orchestral Works - Schermerhorn J.S. Bach : Great Organ Works - Hurford Norwegian Classical Favorites - Engeset The Best of Baroque Music - Edlinger Twilight of the Gods : The Essential Wagner Collection - Dorati , Karajan , Sinopoli , Bohm , Gerdes , Kubelik Most of these were recommended by fellow Stormfronters .",noHate
5124,This is my 666th post .,noHate
5125,I wonder if one of these guys is a Jew .,noHate
5126,White South Africans should be free to move where ever they like in Euorpe .,noHate
5127,"The people running SA into the ground , want to wipe them all out .",noHate
5128,Graduate school seems like a good place to meet and marry a man who is as intelligent as she obviously is .,noHate
5129,German Folk Music - YouTube Wait for the second song on this track .,noHate
5130,The German men sound so sexy .,noHate
5131,Oh and the 3rd song too .,noHate
5132,How about the hook noses ?,noHate
5133,They are way over represented compared to their ability .,noHate
5134,This is going to stir up a lot of yellow hatred for the hebrews .,noHate
